supplier,sku,laya,laya_prob
IEK,080800129_,"Кабель, провод, СКС",0.3591
IEK,080800130_,"Кабель, провод, СКС",0.4208
IEK,080800131_,"Кабель, провод, СКС",0.399
IEK,080800132_,"Кабель, провод, СКС",0.3087
IEK,080800133_,"Кабель, провод, СКС",0.3218
IEK,080800134_,Светильники и лампы,0.5639
IEK,080800135_,Светильники и лампы,0.6272
IEK,080800136_,"Трубы, кабель-каналы, лотки",0.2152
IEK,080800137_,"Кабель, провод, СКС",0.2483
IEK,080800138_,Светильники и лампы,0.3556
IEK,080800139_,Светильники и лампы,0.3703
IEK,080800140_,Светильники и лампы,0.4829
IEK,080800141_,Светильники и лампы,0.6001
IEK,081100277_,Измерения и инструмент,0.7229
IEK,081100278_,Измерения и инструмент,0.7379
IEK,081100289_,Измерения и инструмент,0.7885
IEK,081100302_,Светильники и лампы,0.3276
IEK,081100308_,Светильники и лампы,0.506
IEK,081100309_,Светильники и лампы,0.5227
IEK,081100340_,"Кабель, провод, СКС",0.3028
IEK,081100373_,"Кабель, провод, СКС",0.2345
IEK,081100374_,"Кабель, провод, СКС",0.271
IEK,081100375_,"Кабель, провод, СКС",0.2879
IEK,081100391_,Светильники и лампы,0.8183
IEK,081100392_,Светильники и лампы,0.9232
IEK,081100393_,Светильники и лампы,0.8506
IEK,081100598_,Светильники и лампы,0.5987
IEK,081100604_,Измерения и инструмент,0.3202
IEK,081100635_,Светильники и лампы,0.999
IEK,081100641_,Светильники и лампы,0.9967
IEK,081100642_,Светильники и лампы,0.9976
IEK,081100643_,Светильники и лампы,1.0
IEK,081100702_,Светильники и лампы,0.9998
IEK,081100703_,Светильники и лампы,0.9961
IEK,081100704_,Светильники и лампы,0.9962
IEK,081100705_,Светильники и лампы,0.9955
IEK,081100706_,Светильники и лампы,0.9995
IEK,081100707_,Светильники и лампы,0.9959
IEK,081100708_,Светильники и лампы,0.9953
IEK,081100709_,Светильники и лампы,1.0
IEK,081100710_,Светильники и лампы,1.0
IEK,081100711_,Светильники и лампы,1.0
IEK,081100712_,Светильники и лампы,1.0
IEK,081100713_,Светильники и лампы,1.0
IEK,081100714_,Светильники и лампы,1.0
IEK,081100715_,Светильники и лампы,1.0
IEK,081100716_,Светильники и лампы,1.0
IEK,081100717_,Светильники и лампы,1.0
IEK,081100718_,Светильники и лампы,1.0
IEK,081100719_,Светильники и лампы,1.0
IEK,081100720_,Светильники и лампы,1.0
IEK,081100721_,Светильники и лампы,1.0
IEK,081100722_,Светильники и лампы,1.0
IEK,081100723_,Светильники и лампы,0.9977
IEK,081100724_,Светильники и лампы,1.0
IEK,081100743_,Светильники и лампы,0.9988
IEK,081100744_,Светильники и лампы,0.9988
IEK,081100745_,Светильники и лампы,0.9989
IEK,081100746_,Светильники и лампы,0.9989
IEK,081100747_,Светильники и лампы,0.9989
IEK,081100748_,"Контакторы, пускатели, управление",0.6367
IEK,081100749_,Светильники и лампы,1.0
IEK,081100750_,Светильники и лампы,1.0
IEK,081100751_,Светильники и лампы,0.9999
IEK,081100752_,Светильники и лампы,1.0
IEK,081100753_,Светильники и лампы,0.9992
IEK,081100754_,Светильники и лампы,1.0
IEK,081100755_,Светильники и лампы,0.9998
IEK,081100757_,Светильники и лампы,1.0
IEK,081100758_,Светильники и лампы,1.0
IEK,081100759_,Розетки и выключатели,0.7169
IEK,081100760_,Светильники и лампы,0.9878
IEK,081100761_,Светильники и лампы,0.9737
IEK,081100762_,Светильники и лампы,0.9978
IEK,081100766_,Светильники и лампы,1.0
IEK,081100767_,Светильники и лампы,1.0
IEK,081100768_,Светильники и лампы,1.0
IEK,081100769_,Светильники и лампы,1.0
IEK,081100771_,"Кабель, провод, СКС",0.5653
IEK,081100772_,"Кабель, провод, СКС",0.385
IEK,081100774_,Измерения и инструмент,0.4799
IEK,081100776_,Измерения и инструмент,0.4291
IEK,081100777_,Измерения и инструмент,0.4692
IEK,081100778_,"Кабель, провод, СКС",0.6083
IEK,081100779_,"Кабель, провод, СКС",0.5122
IEK,081100780_,Розетки и выключатели,0.6752
IEK,081100781_,Розетки и выключатели,0.6103
IEK,114001002_,"Кабель, провод, СКС",0.3083
IEK,114001003_,Измерения и инструмент,0.6457
IEK,114001010_,"Кабель, провод, СКС",0.3018
IEK,120100001_,"Контакторы, пускатели, управление",0.9662
IEK,120100002_,"Контакторы, пускатели, управление",0.9674
IEK,120100003_,"Контакторы, пускатели, управление",0.9638
IEK,120100004_,"Контакторы, пускатели, управление",0.9683
IEK,120100005_,"Контакторы, пускатели, управление",0.9674
IEK,120100006_,"Контакторы, пускатели, управление",0.9797
IEK,120100008_,"Контакторы, пускатели, управление",0.955
IEK,120100010_,"Контакторы, пускатели, управление",0.959
IEK,120100011_,"Контакторы, пускатели, управление",0.974
IEK,120100012_,"Контакторы, пускатели, управление",0.9737
IEK,120100013_,"Контакторы, пускатели, управление",0.9695
IEK,120100016_,"Контакторы, пускатели, управление",0.981
IEK,120100018_,"Контакторы, пускатели, управление",0.9369
IEK,120100030_,"Контакторы, пускатели, управление",0.9817
IEK,120100031_,"Кабель, провод, СКС",0.2375
IEK,120100032_,"Контакторы, пускатели, управление",0.9733
IEK,120100033_,"Контакторы, пускатели, управление",0.9761
IEK,120100034_,"Контакторы, пускатели, управление",0.976
IEK,120100035_,"Контакторы, пускатели, управление",0.9832
IEK,120100036_,"Контакторы, пускатели, управление",0.9849
IEK,120100037_,"Контакторы, пускатели, управление",0.9701
IEK,120100038_,"Контакторы, пускатели, управление",0.9673
IEK,120100041_,"Контакторы, пускатели, управление",0.9776
IEK,120100042_,"Контакторы, пускатели, управление",0.9765
IEK,120100043_,"Контакторы, пускатели, управление",0.9263
IEK,120100044_,"Контакторы, пускатели, управление",0.9436
IEK,120100045_,"Контакторы, пускатели, управление",0.9614
IEK,120100046_,"Контакторы, пускатели, управление",0.9445
IEK,120100047_,"Контакторы, пускатели, управление",0.9355
IEK,120100050_,"Контакторы, пускатели, управление",0.963
IEK,120100054_,"Контакторы, пускатели, управление",0.9619
IEK,120100055_,"Контакторы, пускатели, управление",0.9553
IEK,120100056_,"Контакторы, пускатели, управление",0.9587
IEK,120100057_,"Контакторы, пускатели, управление",0.9626
IEK,120100058_,"Контакторы, пускатели, управление",0.9408
IEK,120100059_,"Контакторы, пускатели, управление",0.9484
IEK,120100060_,"Контакторы, пускатели, управление",0.9657
IEK,120100066_,"Контакторы, пускатели, управление",0.8378
IEK,120100067_,"Контакторы, пускатели, управление",0.8311
IEK,120100068_,"Контакторы, пускатели, управление",0.8025
IEK,120100069_,"Контакторы, пускатели, управление",0.9061
IEK,120100070_,"Контакторы, пускатели, управление",0.7818
IEK,120100071_,"Контакторы, пускатели, управление",0.7395
IEK,120100072_,"Контакторы, пускатели, управление",0.8442
IEK,120100073_,"Контакторы, пускатели, управление",0.6627
IEK,120100079_,"Контакторы, пускатели, управление",0.9608
IEK,120100080_,"Контакторы, пускатели, управление",0.9726
IEK,120100081_,"Контакторы, пускатели, управление",0.9821
IEK,120100085_,"Контакторы, пускатели, управление",0.9362
IEK,120100086_,"Контакторы, пускатели, управление",0.9492
IEK,120100087_,"Контакторы, пускатели, управление",0.9437
IEK,120100088_,"Контакторы, пускатели, управление",0.9414
IEK,120100089_,"Контакторы, пускатели, управление",0.9473
IEK,120100118_,"Контакторы, пускатели, управление",0.9828
IEK,120100119_,"Контакторы, пускатели, управление",0.9826
IEK,120100122_,"Контакторы, пускатели, управление",0.9767
IEK,120100203_,"Контакторы, пускатели, управление",0.9804
IEK,120100216_,"Контакторы, пускатели, управление",0.945
IEK,120100219_,"Контакторы, пускатели, управление",0.9926
IEK,120100220_,"Контакторы, пускатели, управление",0.9759
IEK,120100306_,"Контакторы, пускатели, управление",0.9544
IEK,120100307_,"Контакторы, пускатели, управление",0.9648
IEK,120100308_,"Контакторы, пускатели, управление",0.9811
IEK,120100309_,"Контакторы, пускатели, управление",0.9869
IEK,120100319_,"Контакторы, пускатели, управление",0.9979
IEK,120100320_,"Контакторы, пускатели, управление",0.9999
IEK,120100322_,"Контакторы, пускатели, управление",0.9999
IEK,120100325_,"Контакторы, пускатели, управление",0.9719
IEK,120300008_,"Контакторы, пускатели, управление",0.9407
IEK,120300023_,"Контакторы, пускатели, управление",0.9473
IEK,130200006_,"Шины, клеммы, изоляторы",0.6595
IEK,130200007_,"Шины, клеммы, изоляторы",0.8058
IEK,130200008_,"Шины, клеммы, изоляторы",0.7314
IEK,130200012_,"Шины, клеммы, изоляторы",1.0
IEK,130200013_,"Шины, клеммы, изоляторы",0.9998
IEK,130200015_,"Шины, клеммы, изоляторы",1.0
IEK,130200016_,"Кабель, провод, СКС",0.2167
IEK,130200019_,Светильники и лампы,0.9553
IEK,130200020_,Щиты и боксы,0.6016
IEK,130200021_,Щиты и боксы,0.4406
IEK,130200022_,Щиты и боксы,0.4726
IEK,130200023_,Щиты и боксы,0.4889
IEK,130200032_,Розетки и выключатели,0.9895
IEK,130200034_,"Кабель, провод, СКС",0.3461
IEK,130200035_,"Кабель, провод, СКС",0.4516
IEK,130200036_,Измерения и инструмент,0.3757
IEK,130200063_,"Шины, клеммы, изоляторы",0.85
IEK,130200073_,"Шины, клеммы, изоляторы",0.3461
IEK,130200074_,"Шины, клеммы, изоляторы",0.7389
IEK,130200075_,"Шины, клеммы, изоляторы",0.8318
IEK,130200085_,"Кабель, провод, СКС",0.2983
IEK,130200089_,"Шины, клеммы, изоляторы",0.9496
IEK,130200120_,"Шины, клеммы, изоляторы",0.9997
IEK,130200121_,"Шины, клеммы, изоляторы",0.9992
IEK,130200122_,"Шины, клеммы, изоляторы",0.9995
IEK,130200123_,"Шины, клеммы, изоляторы",0.9998
IEK,130200124_,"Шины, клеммы, изоляторы",0.9994
IEK,130200125_,"Шины, клеммы, изоляторы",1.0
IEK,130200126_,"Шины, клеммы, изоляторы",1.0
IEK,130200127_,"Шины, клеммы, изоляторы",0.9867
IEK,130200128_,"Кабель, провод, СКС",0.3162
IEK,130200131_,"Кабель, провод, СКС",0.3362
IEK,130200133_,"Шины, клеммы, изоляторы",0.9997
IEK,130200134_,"Шины, клеммы, изоляторы",1.0
IEK,130200135_,"Шины, клеммы, изоляторы",0.9991
IEK,130200136_,"Шины, клеммы, изоляторы",1.0
IEK,130200154_,"Шины, клеммы, изоляторы",1.0
IEK,130200159_,Светильники и лампы,0.4235
IEK,130200183_,Измерения и инструмент,0.8687
IEK,130200184_,"Кабель, провод, СКС",0.2611
IEK,130200185_,"Кабель, провод, СКС",0.3018
IEK,130200285_,Щиты и боксы,0.3588
IEK,130200298_,"Кабель, провод, СКС",0.3687
IEK,130200299_,"Кабель, провод, СКС",0.3985
IEK,130200300_,"Кабель, провод, СКС",0.3115
IEK,130200301_,"Кабель, провод, СКС",0.3853
IEK,130200302_,"Кабель, провод, СКС",0.3533
IEK,130200305_,"Трубы, кабель-каналы, лотки",0.36
IEK,130200313_,Щиты и боксы,0.2501
IEK,130200314_,Щиты и боксы,0.2345
IEK,130200339_,Измерения и инструмент,0.6806
IEK,130200340_,Щиты и боксы,0.4686
IEK,130200341_,Щиты и боксы,0.5101
IEK,130200342_,Щиты и боксы,0.4402
IEK,130200343_,Щиты и боксы,0.6836
IEK,130200378_,Светильники и лампы,0.9994
IEK,130200381_,Светильники и лампы,0.9967
IEK,130200387_,Щиты и боксы,0.5584
IEK,130200409_,"Шины, клеммы, изоляторы",1.0
IEK,130200413_,"Кабель, провод, СКС",0.3966
IEK,130200414_,Щиты и боксы,0.5634
IEK,130200415_,Щиты и боксы,0.5297
IEK,130200416_,"Кабель, провод, СКС",0.3381
IEK,130200417_,Коробки установочные,0.4713
IEK,130200418_,"Шины, клеммы, изоляторы",0.3337
IEK,130200419_,Щиты и боксы,0.7223
IEK,130200420_,Щиты и боксы,0.7414
IEK,130200421_,Щиты и боксы,0.6799
IEK,130200422_,Щиты и боксы,0.8667
IEK,130200423_,Щиты и боксы,0.8515
IEK,130200424_,Щиты и боксы,0.9164
IEK,130200425_,Щиты и боксы,0.9062
IEK,130200426_,Щиты и боксы,0.878
IEK,130200430_,"Трубы, кабель-каналы, лотки",0.1876
IEK,130200431_,"Кабель, провод, СКС",0.4403
IEK,130200432_,"Кабель, провод, СКС",0.3371
IEK,130200433_,"Кабель, провод, СКС",0.2788
IEK,130200434_,Измерения и инструмент,0.2646
IEK,130200435_,"Кабель, провод, СКС",0.345
IEK,130200436_,Измерения и инструмент,0.4754
IEK,130200437_,Измерения и инструмент,0.5002
IEK,130200438_,Измерения и инструмент,0.4648
IEK,130200439_,Измерения и инструмент,0.5256
IEK,130200440_,УЗО и дифавтоматы,0.1858
IEK,130200441_,"Контакторы, пускатели, управление",0.5516
IEK,130200442_,Измерения и инструмент,0.2278
IEK,130200443_,Измерения и инструмент,0.2249
IEK,130200444_,Розетки и выключатели,0.6454
IEK,130200445_,Розетки и выключатели,0.703
IEK,130200490_,Измерения и инструмент,0.544
IEK,130200491_,Измерения и инструмент,0.9989
IEK,130200492_,"Шины, клеммы, изоляторы",0.4381
IEK,130200493_,"Шины, клеммы, изоляторы",0.3478
IEK,130200494_,Измерения и инструмент,0.3607
IEK,130300003_,"Кабель, провод, СКС",0.2968
IEK,130300004_,"Кабель, провод, СКС",0.331
IEK,130300005_,Щиты и боксы,0.3638
IEK,130300006_,Измерения и инструмент,0.5756
IEK,130300020_,"Кабель, провод, СКС",0.3385
IEK,130300021_,Измерения и инструмент,0.968
IEK,130300022_,Измерения и инструмент,0.9627
IEK,130300032_,Щиты и боксы,0.4987
IEK,130300033_,Щиты и боксы,0.5353
IEK,130300035_,УЗО и дифавтоматы,0.2044
IEK,130300037_,"Кабель, провод, СКС",0.3195
IEK,130300038_,Измерения и инструмент,0.3868
IEK,130300039_,Розетки и выключатели,0.4184
IEK,130300040_,Розетки и выключатели,0.2635
IEK,130300041_,Розетки и выключатели,0.3877
IEK,130300042_,Розетки и выключатели,0.4056
IEK,130300080_,"Кабель, провод, СКС",0.3061
IEK,130300084_,"Контакторы, пускатели, управление",0.5277
IEK,130300089_,Щиты и боксы,0.2525
IEK,130300090_,Щиты и боксы,0.3452
IEK,130300091_,Щиты и боксы,0.6639
IEK,130300101_,"Кабель, провод, СКС",0.4879
IEK,130300102_,Измерения и инструмент,0.9822
IEK,130300103_,Щиты и боксы,0.1842
IEK,130300105_,"Кабель, провод, СКС",0.3649
IEK,130300107_,Измерения и инструмент,0.3192
IEK,130300108_,Измерения и инструмент,0.5461
IEK,130300142_,"Шины, клеммы, изоляторы",0.943
IEK,130300143_,"Кабель, провод, СКС",0.2722
IEK,130300147_,Щиты и боксы,0.674
IEK,130300152_,Щиты и боксы,0.1774
IEK,130300154_,Измерения и инструмент,0.6356
IEK,130300166_,"Контакторы, пускатели, управление",0.8853
IEK,130300169_,"Кабель, провод, СКС",0.3868
IEK,130300172_,"Шины, клеммы, изоляторы",0.2909
IEK,130300178_,"Контакторы, пускатели, управление",0.8353
IEK,130300193_,Розетки и выключатели,0.3149
IEK,130300204_,"Кабель, провод, СКС",0.2951
IEK,130300207_,Измерения и инструмент,0.6632
IEK,130300208_,"Контакторы, пускатели, управление",0.8453
IEK,130300209_,"Контакторы, пускатели, управление",0.8315
IEK,130300210_,"Контакторы, пускатели, управление",0.9174
IEK,130300213_,Автоматы и предохранители,0.2874
IEK,130300214_,Автоматы и предохранители,0.2561
IEK,130300220_,Розетки и выключатели,0.5988
IEK,130300221_,Розетки и выключатели,0.5895
IEK,130300223_,"Кабель, провод, СКС",0.286
IEK,130300226_,"Трубы, кабель-каналы, лотки",0.7909
IEK,130300227_,Измерения и инструмент,0.5554
IEK,130300231_,"Кабель, провод, СКС",0.4738
IEK,130300233_,"Кабель, провод, СКС",0.4749
IEK,130300247_,Измерения и инструмент,0.9687
IEK,130300271_,"Кабель, провод, СКС",0.3958
IEK,130300275_,Розетки и выключатели,0.4731
IEK,130300287_,"Кабель, провод, СКС",0.3311
IEK,130300288_,"Кабель, провод, СКС",0.391
IEK,130300291_,Измерения и инструмент,0.6027
IEK,130300292_,Измерения и инструмент,0.5585
IEK,130300293_,Автоматы и предохранители,0.4437
IEK,130300302_,Измерения и инструмент,0.9738
IEK,130300418_,"Шины, клеммы, изоляторы",0.9342
IEK,130300449_,"Кабель, провод, СКС",0.3378
IEK,130300471_,"Кабель, провод, СКС",0.2579
IEK,130300518_,"Трубы, кабель-каналы, лотки",0.4128
IEK,130300519_,"Трубы, кабель-каналы, лотки",0.4116
IEK,130300520_,"Трубы, кабель-каналы, лотки",0.42
IEK,130300521_,"Трубы, кабель-каналы, лотки",0.391
IEK,130300524_,Измерения и инструмент,0.6873
IEK,130300526_,УЗО и дифавтоматы,0.5099
IEK,130300527_,УЗО и дифавтоматы,0.487
IEK,130300528_,"Шины, клеммы, изоляторы",0.7571
IEK,130300529_,"Шины, клеммы, изоляторы",0.7316
IEK,130300532_,Измерения и инструмент,0.6965
IEK,130300533_,Измерения и инструмент,0.6455
IEK,130300534_,"Трубы, кабель-каналы, лотки",0.2687
IEK,130300535_,Измерения и инструмент,0.4578
IEK,130300536_,Измерения и инструмент,0.4104
IEK,130300537_,Измерения и инструмент,0.9408
IEK,130300538_,Измерения и инструмент,0.934
IEK,130300544_,Измерения и инструмент,0.5819
IEK,130300545_,Щиты и боксы,0.6198
IEK,130300546_,Щиты и боксы,0.6023
IEK,130300555_,Розетки и выключатели,0.7627
IEK,130300596_,Измерения и инструмент,0.6139
IEK,130300605_,"Кабель, провод, СКС",0.4119
IEK,130300606_,Щиты и боксы,0.272
IEK,130300608_,Измерения и инструмент,0.4784
IEK,130300742_,"Кабель, провод, СКС",0.3147
IEK,130300764_,"Кабель, провод, СКС",0.3949
IEK,130300765_,"Кабель, провод, СКС",0.3635
IEK,130300769=,"Трубы, кабель-каналы, лотки",0.3333
IEK,130300769_,"Трубы, кабель-каналы, лотки",0.2244
IEK,130300770_,"Трубы, кабель-каналы, лотки",0.2122
IEK,130300771_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300772_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300773_,Розетки и выключатели,0.9998
IEK,130300774_,Розетки и выключатели,0.9996
IEK,130300775_,Светильники и лампы,0.5431
IEK,130300779_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300780_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300791_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300792_,"Трубы, кабель-каналы, лотки",1.0
IEK,130300831_,Измерения и инструмент,0.7179
IEK,130300861_,Измерения и инструмент,0.648
IEK,130300883_,Щиты и боксы,0.2762
IEK,130300962_,Измерения и инструмент,0.449
IEK,130300963_,Измерения и инструмент,0.5152
IEK,130300982_,"Кабель, провод, СКС",0.2841
IEK,130300985_,Измерения и инструмент,0.3344
IEK,130300986_,Измерения и инструмент,0.3448
IEK,130300988_,Измерения и инструмент,0.7733
IEK,130301000_,Измерения и инструмент,0.4027
IEK,130301016_,Измерения и инструмент,0.905
IEK,130301073_,Измерения и инструмент,0.8479
IEK,130301079_,"Кабель, провод, СКС",0.5726
IEK,130301081_,Измерения и инструмент,0.3994
IEK,130301087_,"Кабель, провод, СКС",0.2194
IEK,130301096_,Измерения и инструмент,0.3434
IEK,130301097_,"Кабель, провод, СКС",0.2534
IEK,130301098_,Щиты и боксы,0.4176
IEK,130301099_,Измерения и инструмент,0.5923
IEK,130301100_,УЗО и дифавтоматы,0.6201
IEK,130301101_,УЗО и дифавтоматы,0.5889
IEK,130301120_,"Кабель, провод, СКС",0.4249
IEK,130301128_,Измерения и инструмент,0.4541
IEK,130301133_,Щиты и боксы,0.3709
IEK,130301232_,"Трубы, кабель-каналы, лотки",1.0
IEK,130301257_,"Кабель, провод, СКС",0.309
IEK,130301258_,Измерения и инструмент,0.5838
IEK,130301261_,"Кабель, провод, СКС",0.2307
IEK,130301263_,"Кабель, провод, СКС",0.4126
IEK,130301597_,Щиты и боксы,0.4289
IEK,130301598_,"Кабель, провод, СКС",0.2332
IEK,130301608_,"Шины, клеммы, изоляторы",0.9995
IEK,130301609_,"Шины, клеммы, изоляторы",1.0
IEK,130301610_,"Шины, клеммы, изоляторы",0.9999
IEK,130301611_,"Шины, клеммы, изоляторы",1.0
IEK,130301612_,"Шины, клеммы, изоляторы",1.0
IEK,130301613_,"Шины, клеммы, изоляторы",1.0
IEK,130301614_,"Шины, клеммы, изоляторы",0.9999
IEK,130301615_,"Шины, клеммы, изоляторы",1.0
IEK,130301616_,"Шины, клеммы, изоляторы",1.0
IEK,130301617_,"Шины, клеммы, изоляторы",1.0
IEK,130301618_,"Шины, клеммы, изоляторы",0.9998
IEK,130301619_,"Шины, клеммы, изоляторы",1.0
IEK,130301620_,"Шины, клеммы, изоляторы",0.9998
IEK,130301621_,"Шины, клеммы, изоляторы",0.9986
IEK,130301622_,"Шины, клеммы, изоляторы",1.0
IEK,130301623_,"Шины, клеммы, изоляторы",0.9999
IEK,130301624_,"Шины, клеммы, изоляторы",0.9997
IEK,130301625_,"Шины, клеммы, изоляторы",1.0
IEK,130301626_,"Шины, клеммы, изоляторы",0.9984
IEK,130301627_,"Шины, клеммы, изоляторы",0.999
IEK,130301628_,"Шины, клеммы, изоляторы",0.9993
IEK,130301629_,"Шины, клеммы, изоляторы",0.9992
IEK,130301630_,"Шины, клеммы, изоляторы",1.0
IEK,130301631_,"Шины, клеммы, изоляторы",1.0
IEK,130301632_,"Шины, клеммы, изоляторы",1.0
IEK,130301633_,"Шины, клеммы, изоляторы",0.9961
IEK,130301634_,"Шины, клеммы, изоляторы",0.9941
IEK,130301635_,"Шины, клеммы, изоляторы",0.9941
IEK,130301636_,"Шины, клеммы, изоляторы",0.9942
IEK,130301637_,"Шины, клеммы, изоляторы",0.9982
IEK,130301638_,"Шины, клеммы, изоляторы",0.9983
IEK,130301639_,"Шины, клеммы, изоляторы",0.998
IEK,130301640_,"Шины, клеммы, изоляторы",1.0
IEK,130301641_,"Шины, клеммы, изоляторы",0.9982
IEK,130301642_,"Шины, клеммы, изоляторы",0.9994
IEK,130301643_,"Шины, клеммы, изоляторы",0.999
IEK,130301644_,"Кабель, провод, СКС",0.4368
IEK,130301645_,"Шины, клеммы, изоляторы",0.937
IEK,130301646_,"Кабель, провод, СКС",0.38
IEK,130301647_,Щиты и боксы,0.352
IEK,130301648_,Щиты и боксы,0.2782
IEK,130301649_,Щиты и боксы,0.3416
IEK,130301650_,"Шины, клеммы, изоляторы",0.9985
IEK,130301651_,"Шины, клеммы, изоляторы",0.9925
IEK,130301652_,"Шины, клеммы, изоляторы",0.9898
IEK,130301653_,"Шины, клеммы, изоляторы",0.9985
IEK,130301654_,"Шины, клеммы, изоляторы",0.9998
IEK,130301655_,"Шины, клеммы, изоляторы",0.9962
IEK,130301656_,"Шины, клеммы, изоляторы",0.9901
IEK,130301657_,"Шины, клеммы, изоляторы",0.9988
IEK,130301658_,"Шины, клеммы, изоляторы",0.9952
IEK,130301659_,"Шины, клеммы, изоляторы",0.9937
IEK,130301660_,Автоматы и предохранители,0.3447
IEK,130301661_,"Шины, клеммы, изоляторы",0.3738
IEK,130301662_,"Шины, клеммы, изоляторы",0.4278
IEK,130301663_,"Шины, клеммы, изоляторы",0.4752
IEK,130301664_,"Шины, клеммы, изоляторы",0.3492
IEK,130301665_,"Шины, клеммы, изоляторы",0.9993
IEK,130301666_,"Шины, клеммы, изоляторы",0.9969
IEK,130301667_,"Шины, клеммы, изоляторы",0.9987
IEK,130301668_,"Шины, клеммы, изоляторы",0.9974
IEK,130301669_,"Шины, клеммы, изоляторы",1.0
IEK,130301670_,"Шины, клеммы, изоляторы",0.9976
IEK,130301671_,"Шины, клеммы, изоляторы",0.9971
IEK,130301672_,"Шины, клеммы, изоляторы",0.9981
IEK,130301673_,"Трубы, кабель-каналы, лотки",0.9811
IEK,130301674_,"Трубы, кабель-каналы, лотки",0.9751
IEK,130301675_,"Трубы, кабель-каналы, лотки",0.8995
IEK,130301676_,"Трубы, кабель-каналы, лотки",0.9078
IEK,130301677_,"Трубы, кабель-каналы, лотки",0.9336
IEK,130301678_,"Трубы, кабель-каналы, лотки",0.9336
IEK,130301679_,"Трубы, кабель-каналы, лотки",0.9511
IEK,130301680_,"Трубы, кабель-каналы, лотки",0.9551
IEK,130301681_,Щиты и боксы,0.4166
IEK,130301682_,Щиты и боксы,0.4377
IEK,130301683_,Щиты и боксы,0.4122
IEK,130301685_,"Шины, клеммы, изоляторы",1.0
IEK,130301686_,"Шины, клеммы, изоляторы",1.0
IEK,130301687_,"Шины, клеммы, изоляторы",0.9999
IEK,130301688_,"Шины, клеммы, изоляторы",1.0
IEK,130301689_,"Шины, клеммы, изоляторы",0.9945
IEK,130301690_,"Шины, клеммы, изоляторы",0.998
IEK,130301691_,"Шины, клеммы, изоляторы",0.9977
IEK,130301692_,"Шины, клеммы, изоляторы",0.9968
IEK,130301693_,"Шины, клеммы, изоляторы",0.9928
IEK,130301694_,"Шины, клеммы, изоляторы",0.9946
IEK,130301695_,"Шины, клеммы, изоляторы",1.0
IEK,130301696_,"Шины, клеммы, изоляторы",1.0
IEK,130301697_,"Шины, клеммы, изоляторы",0.9974
IEK,130301698_,"Шины, клеммы, изоляторы",0.9983
IEK,130301699_,"Шины, клеммы, изоляторы",0.9962
IEK,130301700_,"Шины, клеммы, изоляторы",0.9982
IEK,130301701_,"Шины, клеммы, изоляторы",0.9999
IEK,130301702_,"Шины, клеммы, изоляторы",0.9988
IEK,130301703_,"Шины, клеммы, изоляторы",0.9895
IEK,130301704_,Измерения и инструмент,0.8894
IEK,130301705_,Измерения и инструмент,0.8656
IEK,130301706_,"Шины, клеммы, изоляторы",0.9377
IEK,130301707_,"Кабель, провод, СКС",0.431
IEK,130301708_,"Кабель, провод, СКС",0.3617
IEK,130301709_,"Кабель, провод, СКС",0.4375
IEK,130301710_,"Кабель, провод, СКС",0.4605
IEK,130301711_,"Кабель, провод, СКС",0.3702
IEK,130301712_,"Кабель, провод, СКС",0.3142
IEK,130301713_,"Кабель, провод, СКС",0.4713
IEK,130301714_,"Кабель, провод, СКС",0.4679
IEK,130301715_,"Кабель, провод, СКС",0.4804
IEK,130301716_,"Кабель, провод, СКС",0.4832
IEK,130301717_,"Кабель, провод, СКС",0.3964
IEK,130301718_,"Кабель, провод, СКС",0.4134
IEK,130301719_,"Шины, клеммы, изоляторы",0.4631
IEK,130301720_,"Шины, клеммы, изоляторы",0.4222
IEK,130301721_,"Кабель, провод, СКС",0.3011
IEK,130301722_,Щиты и боксы,0.2474
IEK,130301723_,Щиты и боксы,0.2426
IEK,130301724_,Розетки и выключатели,0.3346
IEK,130301725_,"Шины, клеммы, изоляторы",0.9976
IEK,130301726_,"Шины, клеммы, изоляторы",0.615
IEK,130301727_,"Шины, клеммы, изоляторы",0.4857
IEK,130301728_,"Шины, клеммы, изоляторы",0.5535
IEK,130301729_,"Шины, клеммы, изоляторы",0.5271
IEK,130301730_,"Шины, клеммы, изоляторы",0.5504
IEK,130301731_,"Шины, клеммы, изоляторы",0.3189
IEK,130301732_,Коробки установочные,0.3639
IEK,130301733_,Коробки установочные,0.447
IEK,130301734_,Коробки установочные,0.4313
IEK,130301735_,Коробки установочные,0.4044
IEK,130301736_,Коробки установочные,0.4511
IEK,130301737_,Коробки установочные,0.3905
IEK,130301738_,Коробки установочные,0.4245
IEK,130301739_,Розетки и выключатели,0.212
IEK,130301927_,"Трубы, кабель-каналы, лотки",1.0
IEK,130400069_,Розетки и выключатели,0.2438
IEK,130400112_,Розетки и выключатели,0.2149
IEK,130400150_,Розетки и выключатели,0.2624
IEK,130400151_,"Шины, клеммы, изоляторы",0.2273
IEK,130400152_,Розетки и выключатели,0.2462
IEK,130400153_,Розетки и выключатели,0.245
